# set: 0001 config: 0000  energy: 3.222345e-02 eV/at
      0.0703229       0.1453572       0.0054977      -1.44134276e-02 -6.03606104e-02  1.87445977e-02 
      0.0081595       0.1426096       0.0034433      -3.79226256e-03 -5.98067887e-02  2.71169480e-02 
      0.1214356       0.0319650       0.0096920      -4.32626206e-02 -9.34652859e-03  1.01155832e-03 
      0.0057935       0.0460499       0.0436285       1.27013093e-02 -2.43974521e-02 -1.86569124e-02 
      0.0157887       0.0267599       0.0274275       7.93885783e-03  3.11769692e-02  2.63182796e-02 
      0.0562256       0.0501665       0.0515592      -4.60863426e-03  7.67670423e-04 -2.37605151e-02 
      0.0280837      -0.1122765       0.0602600       1.77403292e-02  1.01052655e-01 -3.24654533e-02 
      0.0054471       0.0012003      -0.0181954       2.76964490e-02  2.09140846e-02  1.69149715e-03 
# set: 0002 config: 0000  energy: 3.222345e-02 eV/at
      0.0703229       0.1453572       0.0054977      -1.44134276e-02 -6.03606104e-02  1.87445977e-02 
      0.0081595       0.1426096       0.0034433      -3.79226256e-03 -5.98067887e-02  2.71169480e-02 
      0.1214356       0.0319650       0.0096920      -4.32626206e-02 -9.34652859e-03  1.01155832e-03 
      0.0057935       0.0460499       0.0436285       1.27013093e-02 -2.43974521e-02 -1.86569124e-02 
      0.0157887       0.0267599       0.0274275       7.93885783e-03  3.11769692e-02  2.63182796e-02 
      0.0562256       0.0501665       0.0515592      -4.60863426e-03  7.67670423e-04 -2.37605151e-02 
      0.0280837      -0.1122765       0.0602600       1.77403292e-02  1.01052655e-01 -3.24654533e-02 
      0.0054471       0.0012003      -0.0181954       2.76964490e-02  2.09140846e-02  1.69149715e-03 
# set: 0003 config: 0001  energy: 4.457752e-02 eV/at
      0.0881978       0.0360713      -0.0494495      -3.21242745e-02 -1.29675320e-02  5.03829995e-02 
     -0.0361582      -0.0359056       0.0899694       3.51839753e-02  1.02815777e-02 -4.53316495e-02 
      0.0030507       0.0210143       0.0859967       2.98807622e-02 -1.46163175e-02 -5.15997569e-02 
     -0.0358027       0.0158418      -0.0969749       3.76926306e-02  1.21366233e-02  4.35514021e-02 
      0.1034882       0.0612002       0.0462714      -3.24314104e-02 -3.52270098e-02 -3.66360900e-02 
      0.0000156       0.0214593      -0.0644738       1.87919789e-03  1.43595192e-02  4.44203866e-02 
      0.0618890       0.0627209      -0.0649211      -1.83342828e-02 -4.31723648e-02  6.04213995e-02 
      0.0680911      -0.0936548       0.0794186      -2.17465988e-02  6.92055034e-02 -6.52086917e-02 
# set: 0004 config: 0002  energy: 4.346027e-02 eV/at
     -0.1022266      -0.1097310      -0.0386656       4.51104067e-02  4.57144633e-02  3.05019107e-02 
      0.0269102      -0.0328929       0.1209768       2.82898367e-02 -2.26345938e-03 -8.07122128e-02 
      0.0240542       0.0963345      -0.0039754      -3.72389075e-03 -4.00202438e-02 -6.72202071e-03 
