# set: 0001 config: 0000  energy: 1.585497e-01 eV/at
      0.0945181       0.0432521       0.0657904      -1.20829670e-02  9.14212257e-03  2.52276245e-03 
      0.0767604      -0.1306335       0.0581348      -4.31880565e-02  1.13320679e-01 -1.37381972e-02 
     -0.0603500      -0.1613684      -0.1626489       9.88418834e-02  1.95767455e-01  1.68331205e-01 
      0.0618752       0.0851493      -0.1952898      -3.28792706e-02 -1.79394850e-02  8.18966930e-02 
      0.0089283      -0.2317584      -0.1284411      -2.42858137e-02  1.16248981e-01  2.24746224e-02 
      0.0089798       0.0846236      -0.0453118      -4.47567655e-03  3.44019387e-02  2.03083474e-02 
     -0.1051498       0.0914003       0.0310702       5.94167367e-02 -3.82656504e-02 -2.78353427e-02 
      0.0091952       0.2492405       0.0968628       8.44636446e-03 -1.20148351e-01 -3.91567433e-02 
     -0.0792668       0.0492477       0.0080829       3.99566069e-02 -1.17782780e-03  4.52917557e-02 
      0.0533235       0.0630406      -0.0490201      -3.48764330e-02 -5.33117040e-02  4.45122320e-02 
     -0.0890769      -0.2070248       0.1035617      -2.48125027e-02  9.69563937e-02 -4.26416845e-02 
     -0.1115352       0.2632922       0.0187614       1.59279466e-02 -1.10817906e-01  1.63140497e-02 
      0.0567406      -0.1340668      -0.0296166      -7.68620019e-02  7.28406607e-02  6.93173612e-04 
     -0.0910285       0.0112191      -0.0232568       9.88332517e-02 -1.10962128e-01 -8.06583623e-02 
      0.2571188      -0.0654130      -0.0138512      -1.75232284e-01  2.83645929e-03  3.04059076e-02 
      0.0267540       0.0630912      -0.0272499      -2.12831775e-02 -2.07649688e-02  6.63329281e-02 
      0.0341141       0.0197418      -0.0173713      -2.88787119e-02 -2.23189052e-02  6.75248145e-02 
     -0.0444495       0.0756345      -0.1240525      -2.42169444e-02 -8.24345278e-02  1.23845023e-01 
      0.1269520      -0.0229952       0.1403388      -4.27410006e-02  3.72048439e-02 -7.71814994e-02 
     -0.0242530      -0.2270866       0.0532089       3.02340421e-02  1.42329012e-01  2.63515968e-02 
      0.0973478      -0.0600359       0.0769542      -1.86520690e-01  1.50080502e-01 -1.83289935e-01 
      0.0305567      -0.0325658      -0.0034007       5.75835786e-02  1.63064110e-02  6.64730376e-03 
     -0.0110607       0.1356144       0.1017188       2.56197600e-02 -4.38980735e-02 -7.69704651e-02 
      0.1242244       0.0716784      -0.0004790      -7.78292540e-02 -4.34431221e-02  3.91345326e-02 
     -0.0787868      -0.1078314       0.0527704      -2.06673185e-02  8.92990796e-02 -5.24652409e-02 
     -0.0743577      -0.1669860       0.2265700      -1.75725262e-02  9.05378205e-02 -8.87717694e-02 
     -0.0204344       0.1369944      -0.0251736       1.23273827e-02 -1.09640318e-01 -3.73313347e-03 
     -0.0330457       0.1773280      -0.0062744       3.38882503e-02 -7.71128538e-02 -3.12697931e-03 
     -0.1293843      -0.0961232      -0.1711766       1.29519811e-01  8.63354846e-02  1.14007845e-01 
      0.1610552      -0.0890798       0.0225087      -7.97846907e-02  1.24008068e-02 -2.70733803e-02 
      0.0386095       0.2113778       0.1833732      -2.03384932e-02 -8.77620943e-02 -8.35859658e-02 
     -0.0954877       0.1120204      -0.1224218       1.42344503e-02 -5.17713443e-02  5.02643372e-02 
      0.2722308      -0.1155563      -0.1307990      -1.57284417e-01  1.36629137e-01  1.08522569e-01 
      0.1467064       0.1553787       0.1427105      -8.76408938e-02 -1.08567349e-01 -9.57909621e-02 
      0.0431938       0.1348466       0.2734035      -1.33503567e-01 -1.15223697e-01 -2.17994083e-01 
     -0.0314874       0.1193899       0.0045924       1.66038611e-02 -3.31159896e-02  4.50180541e-03 
     -0.0987617      -0.0344961      -0.1154616       7.12234608e-02 -4.98800710e-02  6.27033245e-02 
      0.0638158       0.1677379       0.0010822      -2.72584635e-02 -1.07140218e-01  2.65794896e-02 
     -0.0514652       0.0811569      -0.0304173       3.47374285e-02 -3.09024672e-02  2.60632292e-02 
     -0.1402444       0.0753581      -0.0093070       1.08183817e-01 -6.80444529e-02  8.61563152e-02 
      0.1462581       0.3185884      -0.0806981      -7.73596311e-02 -1.62989780e-01  3.28145809e-02 
     -0.1093808       0.0308880       0.0073538       3.66839123e-02  4.35033589e-02 -1.31593345e-02 
     -0.0710741      -0.0956177      -0.0349343       4.81080579e-02  3.44962391e-02  9.91367381e-04 
     -0.0695617      -0.1072875       0.0264857       7.36776990e-02  7.80321832e-02 -8.00969123e-03 
     -0.0335306      -0.1196572       0.1441054       3.24043800e-02  8.76159454e-02 -1.32858882e-01 
