# w, T, (E-E0)/nat ; Tmax: 600 K 
1.679437594446373319e-02 2.820510633639821663e+02 1.019030562500056192e-02
2.285364995838162772e-02 5.222893164202365597e+02 1.503587906250025696e-02
6.392081057675063488e-03 4.085870024788835764e+01 1.417475312500471318e-03
1.947190633391704048e-02 3.791551362768385047e+02 1.572397375000011976e-02
2.207125575782045365e-02 4.871403307271225458e+02 1.632979562500036508e-02
1.690122148298791455e-02 2.856512876170121444e+02 1.135894796875014379e-02
2.028765226165753568e-02 4.115888342899380632e+02 1.485264999999991176e-02
2.293497029073173973e-02 5.260128622367476510e+02 1.974684156250017253e-02
1.407702796626983735e-02 1.981627163631431188e+02 7.208931875000601508e-03
1.684755579776787970e-02 2.838401363589020434e+02 9.221575781250379578e-03
