# set: 0000 config: 0000  energy: 9.786268e-02 eV/at
      0.0113838      -0.2231652       0.0195818       3.40390906e-03  1.10461609e-01 -5.31884997e-03 
     -0.0048967       0.0225046      -0.0218152       2.80842790e-02 -4.12191077e-02 -5.72762661e-02 
      0.1215397      -0.0111814      -0.0498681      -6.35279724e-02  7.15859126e-02 -2.01539514e-02 
      0.0049602      -0.1504998      -0.0766173      -1.43316790e-02  7.91564943e-02  3.15696165e-02 
     -0.2221831      -0.1383491       0.0244806       1.17833987e-01  2.98576904e-02  7.20028231e-04 
     -0.0934298       0.0445524       0.0048964       4.48157698e-02 -2.12110182e-03  1.43289514e-02 
     -0.0773247       0.1502012       0.0832243       4.14355054e-02 -8.15791437e-02 -5.16008661e-02 
      0.0495739      -0.1252510      -0.1122455      -9.98589845e-03  2.77175302e-02  2.97235830e-02 
      0.0307753       0.0658383      -0.0974941      -7.85876035e-02 -1.95535146e-02  2.07454290e-02 
      0.0681887       0.0619856      -0.0471169       4.39421464e-03 -1.60314963e-02  2.63403612e-02 
      0.0752838       0.0240499       0.0375750      -9.21418420e-02 -1.57540773e-02 -1.16872303e-02 
     -0.0305719      -0.1956092      -0.1678736       4.25922497e-02  9.80037942e-02  9.38295536e-02 
      0.0845661       0.0012557       0.0170697      -4.02288246e-02 -1.63723943e-02 -5.37242930e-03 
      0.1759008      -0.0792431       0.2023691      -1.13255983e-01  2.72648013e-02 -1.02091187e-01 
     -0.0227514       0.0311560       0.0556493       1.18517192e-02 -2.88034815e-02 -4.60447309e-02 
      0.0494031       0.1119518      -0.0401165      -1.97521426e-04 -2.67283347e-02  2.66736306e-02 
      0.0482888      -0.1384473      -0.1747883      -1.84755144e-02  8.68328399e-02  6.23046785e-02 
     -0.0410036      -0.0641933       0.0850042      -2.88096559e-02  5.70937251e-02 -5.71731668e-02 
      0.0264936       0.0776029      -0.0577959      -4.97645059e-02 -5.20450770e-02  1.68568190e-02 
     -0.2214088      -0.3064414       0.0112370       1.24902709e-01  1.39963577e-01  4.99190520e-02 
     -0.0189647      -0.0789895      -0.0491238       6.59479907e-04  1.44707438e-02  9.34243268e-04 
     -0.1215493      -0.2340137      -0.0122126       6.97625370e-02  1.03410723e-01  2.16909545e-02 
      0.1041231      -0.1835363      -0.0602630      -3.92806469e-02  3.99816949e-02  2.02326876e-02 
      0.0124236       0.1263979       0.0483893       1.21389620e-02 -6.45779971e-02 -2.04826721e-02 
      0.0944676      -0.0342141      -0.0714439      -2.14591918e-02 -9.97114486e-03  4.31924694e-02 
